"TOA5","GasDome","CR800","35499","CR800.Std.27.04","CPU:GB_CO2_hourly.CR8","34425","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2_Avg","CO2"
"2023-10-25 23:00:00",518,12.6,1136,1136
"2023-10-26 00:00:00",519,12.59,1132,1132
"2023-10-26 01:00:00",520,12.58,1131,1131
"2023-10-26 02:00:00",521,12.57,1132,1132
"2023-10-26 03:00:00",522,12.58,1132,1132
"2023-10-26 04:00:00",523,12.57,1126,1126
"2023-10-26 05:00:00",524,12.58,1144,1144
"2023-10-26 06:00:00",525,12.56,1152,1152
"2023-10-26 07:00:00",526,12.56,1149,1149
"2023-10-26 08:00:00",527,12.56,1132,1132
"2023-10-26 09:00:00",528,12.57,1074,1074
"2023-10-26 10:00:00",529,12.56,1013,1013
"2023-10-26 11:00:00",530,12.57,975,975
"2023-10-26 12:00:00",531,12.57,939,939
"2023-10-26 13:00:00",532,12.58,934,934
"2023-10-26 14:00:00",533,12.58,945,945
"2023-10-26 15:00:00",534,12.58,957,957
"2023-10-26 16:00:00",535,12.58,980,980
"2023-10-26 17:00:00",536,12.57,1028,1028
"2023-10-26 18:00:00",537,12.57,1084,1084
"2023-10-26 19:00:00",538,12.56,1122,1122
"2023-10-26 20:00:00",539,12.57,1132,1132
"2023-10-26 21:00:00",540,12.56,1126,1126
"2023-10-26 22:00:00",541,12.56,1117,1117
"2023-10-26 23:00:00",542,12.54,1111,1111
"2023-10-27 00:00:00",543,12.55,1111,1111
"2023-10-27 01:00:00",544,12.54,1106,1106
"2023-10-27 02:00:00",545,12.53,1104,1104
"2023-10-27 03:00:00",546,12.54,1103,1103
"2023-10-27 04:00:00",547,12.52,1106,1106
"2023-10-27 05:00:00",548,12.52,1106,1106
"2023-10-27 06:00:00",549,12.53,1108,1108
"2023-10-27 07:00:00",550,12.52,1106,1106
"2023-10-27 08:00:00",551,12.52,1086,1086
"2023-10-27 09:00:00",552,12.52,1035,1035
"2023-10-27 10:00:00",553,12.53,986,986
"2023-10-27 11:00:00",554,12.54,954,954
"2023-10-27 12:00:00",555,12.54,932,932
"2023-10-27 13:00:00",556,12.53,924,924
"2023-10-27 14:00:00",557,12.53,932,932
"2023-10-27 15:00:00",558,12.54,947,947
"2023-10-27 16:00:00",559,12.55,982,982
"2023-10-27 17:00:00",560,12.54,1044,1044
"2023-10-27 18:00:00",561,12.53,1102,1102
"2023-10-27 19:00:00",562,12.54,1134,1134
"2023-10-27 20:00:00",563,12.53,1141,1141
"2023-10-27 21:00:00",564,12.53,1149,1149
"2023-10-27 22:00:00",565,12.52,1164,1164
"2023-10-27 23:00:00",566,12.51,1157,1157
"2023-10-28 00:00:00",567,12.51,1136,1136
"2023-10-28 01:00:00",568,12.51,1123,1123
"2023-10-28 02:00:00",569,12.5,1123,1123
"2023-10-28 03:00:00",570,12.5,1122,1122
"2023-10-28 04:00:00",571,12.5,1134,1134
"2023-10-28 05:00:00",572,12.49,1139,1139
"2023-10-28 06:00:00",573,12.5,1164,1164
"2023-10-28 07:00:00",574,12.49,1151,1151
"2023-10-28 08:00:00",575,12.49,1126,1126
"2023-10-28 09:00:00",576,12.49,1071,1071
"2023-10-28 10:00:00",577,12.5,1005,1005
"2023-10-28 11:00:00",578,12.5,993,993
"2023-10-28 12:00:00",579,12.5,990,990
"2023-10-28 13:00:00",580,12.5,1017,1017
"2023-10-28 14:00:00",581,12.51,1039,1039
"2023-10-28 15:00:00",582,12.51,1060,1060
"2023-10-28 16:00:00",583,12.51,1101,1101
"2023-10-28 17:00:00",584,12.51,1146,1146
"2023-10-28 18:00:00",585,12.51,1195,1195
"2023-10-28 19:00:00",586,12.51,1230,1230
"2023-10-28 20:00:00",587,12.5,1228,1228
"2023-10-28 21:00:00",588,12.5,1226,1226
"2023-10-28 22:00:00",589,12.5,1217,1217
"2023-10-28 23:00:00",590,12.5,1230,1230
"2023-10-29 00:00:00",591,12.49,1235,1235
"2023-10-29 01:00:00",592,12.49,1198,1198
"2023-10-29 02:00:00",593,12.47,1179,1179
"2023-10-29 03:00:00",594,12.47,1167,1167
"2023-10-29 04:00:00",595,12.46,1190,1190
"2023-10-29 05:00:00",596,12.46,1215,1215
"2023-10-29 06:00:00",597,12.47,1256,1256
"2023-10-29 07:00:00",598,12.46,1278,1278
"2023-10-29 08:00:00",599,12.46,1293,1293
"2023-10-29 09:00:00",600,12.45,1252,1252
"2023-10-29 10:00:00",601,12.46,1174,1174
"2023-10-29 11:00:00",602,12.47,1149,1149
"2023-10-29 12:00:00",603,12.47,1159,1159
"2023-10-29 13:00:00",604,12.46,1157,1157
"2023-10-29 14:00:00",605,12.47,1134,1134
"2023-10-29 15:00:00",606,12.47,1178,1178
"2023-10-29 16:00:00",607,12.47,1182,1182
"2023-10-29 17:00:00",608,12.47,1225,1225
"2023-10-29 18:00:00",609,12.47,1220,1220
"2023-10-29 19:00:00",610,12.47,1186,1186
"2023-10-29 20:00:00",611,12.47,1149,1149
"2023-10-29 21:00:00",612,12.47,1140,1140
"2023-10-29 22:00:00",613,12.46,1167,1167
"2023-10-29 23:00:00",614,12.45,1182,1182
"2023-10-30 00:00:00",615,12.45,1192,1192
"2023-10-30 01:00:00",616,12.45,1200,1200
"2023-10-30 02:00:00",617,12.44,1197,1197
"2023-10-30 03:00:00",618,12.43,1207,1207
"2023-10-30 04:00:00",619,12.44,1219,1219
"2023-10-30 05:00:00",620,12.43,1215,1215
"2023-10-30 06:00:00",621,12.43,1213,1213
"2023-10-30 07:00:00",622,12.42,1225,1225
"2023-10-30 08:00:00",623,12.43,1187,1187
"2023-10-30 09:00:00",624,12.42,1081,1081
"2023-10-30 10:00:00",625,12.43,990,990
"2023-10-30 11:00:00",626,12.44,978,978
"2023-10-30 12:00:00",627,12.45,983,983
"2023-10-30 13:00:00",628,12.45,998,998
"2023-10-30 14:00:00",629,12.45,1022,1022
"2023-10-30 15:00:00",630,12.45,1051,1051
"2023-10-30 16:00:00",631,12.45,1094,1094
"2023-10-30 17:00:00",632,12.45,1161,1161
"2023-10-30 18:00:00",633,12.45,1220,1220
"2023-10-30 19:00:00",634,12.44,1276,1276
"2023-10-30 20:00:00",635,12.43,1312,1312
"2023-10-30 21:00:00",636,12.43,1311,1311
"2023-10-30 22:00:00",637,12.43,1301,1301
"2023-10-30 23:00:00",638,12.42,1331,1331
"2023-10-31 00:00:00",639,12.43,1352,1352
"2023-10-31 01:00:00",640,12.42,1366,1366
"2023-10-31 02:00:00",641,12.41,1374,1374
"2023-10-31 03:00:00",642,12.42,1301,1301
"2023-10-31 04:00:00",643,12.41,1285,1285
"2023-10-31 05:00:00",644,12.41,1321,1321
"2023-10-31 06:00:00",645,12.41,1309,1309
"2023-10-31 07:00:00",646,12.4,1308,1308
"2023-10-31 08:00:00",647,12.4,1275,1275
"2023-10-31 09:00:00",648,12.4,1209,1209
"2023-10-31 10:00:00",649,12.41,1091,1091
"2023-10-31 11:00:00",650,12.41,1057,1057
"2023-10-31 12:00:00",651,12.42,1043,1043
"2023-10-31 13:00:00",652,12.41,1033,1033
"2023-10-31 14:00:00",653,12.41,1039,1039
"2023-10-31 15:00:00",654,12.42,1048,1048
"2023-10-31 16:00:00",655,12.42,1043,1043
"2023-10-31 17:00:00",656,12.42,1114,1114
"2023-10-31 18:00:00",657,12.42,1156,1156
"2023-10-31 19:00:00",658,12.42,1175,1175
"2023-10-31 20:00:00",659,12.41,1155,1155
"2023-10-31 21:00:00",660,12.41,1132,1132
"2023-10-31 22:00:00",661,12.4,1114,1114
"2023-10-31 23:00:00",662,12.41,1134,1134
"2023-11-01 00:00:00",663,12.4,1123,1123
"2023-11-01 01:00:00",664,12.39,1099,1099
"2023-11-01 02:00:00",665,12.39,1099,1099
"2023-11-01 03:00:00",666,12.39,1096,1096
"2023-11-01 04:00:00",667,12.37,1091,1091
"2023-11-01 05:00:00",668,12.38,1080,1080
"2023-11-01 06:00:00",669,12.38,1085,1085
"2023-11-01 07:00:00",670,12.38,1093,1093
"2023-11-01 08:00:00",671,12.36,1065,1065
"2023-11-01 09:00:00",672,12.35,987,987
"2023-11-01 10:00:00",673,12.36,874,874
"2023-11-01 11:00:00",674,12.35,838,838
"2023-11-01 12:00:00",675,12.35,836,836
"2023-11-01 13:00:00",676,12.36,848,848
"2023-11-01 14:00:00",677,12.36,868,868
"2023-11-01 15:00:00",678,12.36,889,889
"2023-11-01 16:00:00",679,12.36,915,915
"2023-11-01 17:00:00",680,12.36,946,946
"2023-11-01 18:00:00",681,12.36,999,999
"2023-11-01 19:00:00",682,12.35,1030,1030
"2023-11-01 20:00:00",683,12.36,1032,1032
"2023-11-01 21:00:00",684,12.34,1048,1048
"2023-11-01 22:00:00",685,12.35,1052,1052
"2023-11-01 23:00:00",686,12.33,1066,1066
"2023-11-02 00:00:00",687,12.34,1071,1071
"2023-11-02 01:00:00",688,12.33,1046,1046
"2023-11-02 02:00:00",689,12.33,1008,1008
"2023-11-02 03:00:00",690,12.32,1018,1018
"2023-11-02 04:00:00",691,12.32,1059,1059
"2023-11-02 05:00:00",692,12.31,1031,1031
"2023-11-02 06:00:00",693,12.31,1005,1005
"2023-11-02 07:00:00",694,12.3,1003,1003
"2023-11-02 08:00:00",695,12.29,993,993
"2023-11-02 09:00:00",696,12.3,947,947
"2023-11-02 10:00:00",697,12.31,881,881
"2023-11-02 11:00:00",698,12.31,866,866
"2023-11-02 12:00:00",699,12.33,871,871
"2023-11-02 13:00:00",700,12.33,886,886
"2023-11-02 14:00:00",701,12.34,892,892
"2023-11-02 15:00:00",702,12.34,907,907
"2023-11-02 16:00:00",703,12.35,909,909
"2023-11-02 17:00:00",704,12.35,952,952
"2023-11-02 18:00:00",705,12.35,995,995
"2023-11-02 19:00:00",706,12.33,1022,1022
"2023-11-02 20:00:00",707,12.33,1040,1040
"2023-11-02 21:00:00",708,12.34,1052,1052
"2023-11-02 22:00:00",709,12.33,1035,1035
"2023-11-02 23:00:00",710,12.32,1015,1015
"2023-11-03 00:00:00",711,12.32,1010,1010
"2023-11-03 01:00:00",712,12.32,997,997
"2023-11-03 02:00:00",713,12.32,987,987
"2023-11-03 03:00:00",714,12.32,987,987
"2023-11-03 04:00:00",715,12.3,987,987
"2023-11-03 05:00:00",716,12.3,990,990
"2023-11-03 06:00:00",717,12.31,987,987
"2023-11-03 07:00:00",718,12.3,983,983
"2023-11-03 08:00:00",719,12.3,964,964
"2023-11-03 09:00:00",720,12.31,899,899
"2023-11-03 10:00:00",721,12.57,227.7,227.7
"2023-11-03 11:00:00",722,12.52,774.4,774.4
"2023-11-03 12:00:00",723,12.51,794.8,794.8
"2023-11-03 13:00:00",724,12.5,813,813
"2023-11-03 14:00:00",725,12.5,821,821
"2023-11-03 15:00:00",726,12.48,856,856
"2023-11-03 16:00:00",727,12.48,932,932
"2023-11-03 17:00:00",728,12.47,960,960
"2023-11-03 18:00:00",729,12.47,1012,1012
"2023-11-03 19:00:00",730,12.46,1016,1016
"2023-11-03 20:00:00",731,12.45,1013,1013
"2023-11-03 21:00:00",732,12.45,1002,1002
"2023-11-03 22:00:00",733,12.45,990,990
"2023-11-03 23:00:00",734,12.44,985,985
"2023-11-04 00:00:00",735,12.44,980,980
"2023-11-04 01:00:00",736,12.43,975,975
"2023-11-04 02:00:00",737,12.43,975,975
"2023-11-04 03:00:00",738,12.43,973,973
"2023-11-04 04:00:00",739,12.42,962,962
"2023-11-04 05:00:00",740,12.42,952,952
"2023-11-04 06:00:00",741,12.41,952,952
"2023-11-04 07:00:00",742,12.41,941,941
"2023-11-04 08:00:00",743,12.41,894,894
"2023-11-04 09:00:00",744,12.4,836,836
"2023-11-04 10:00:00",745,12.41,775.1,775.1
"2023-11-04 11:00:00",746,12.41,767.6,767.6
"2023-11-04 12:00:00",747,12.41,773,773
"2023-11-04 13:00:00",748,12.41,785.3,785.3
"2023-11-04 14:00:00",749,12.41,813,813
"2023-11-04 15:00:00",750,12.42,889,889
"2023-11-04 16:00:00",751,12.41,960,960
"2023-11-04 17:00:00",752,12.41,1010,1010
"2023-11-04 18:00:00",753,12.41,1048,1048
"2023-11-04 19:00:00",754,12.4,1036,1036
"2023-11-04 20:00:00",755,12.4,1017,1017
"2023-11-04 21:00:00",756,12.39,1012,1012
"2023-11-04 22:00:00",757,12.39,1003,1003
"2023-11-04 23:00:00",758,12.39,988,988
"2023-11-05 00:00:00",759,12.38,975,975
"2023-11-05 01:00:00",760,12.38,967,967
"2023-11-05 02:00:00",761,12.37,957,957
"2023-11-05 03:00:00",762,12.37,960,960
"2023-11-05 04:00:00",763,12.36,954,954
"2023-11-05 05:00:00",764,12.35,947,947
"2023-11-05 06:00:00",765,12.35,940,940
"2023-11-05 07:00:00",766,12.34,932,932
"2023-11-05 08:00:00",767,12.34,909,909
"2023-11-05 09:00:00",768,12.34,874,874
"2023-11-05 10:00:00",769,12.35,840,840
"2023-11-05 11:00:00",770,12.36,810,810
"2023-11-05 12:00:00",771,12.36,814,814
"2023-11-05 13:00:00",772,12.36,836,836
"2023-11-05 14:00:00",773,12.37,866,866
"2023-11-05 15:00:00",774,12.37,918,918
"2023-11-05 16:00:00",775,12.37,950,950
"2023-11-05 17:00:00",776,12.36,1021,1021
"2023-11-05 18:00:00",777,12.36,1061,1061
"2023-11-05 19:00:00",778,12.36,1020,1020
"2023-11-05 20:00:00",779,12.35,995,995
"2023-11-05 21:00:00",780,12.34,982,982
"2023-11-05 22:00:00",781,12.34,972,972
"2023-11-05 23:00:00",782,12.34,967,967
"2023-11-06 00:00:00",783,12.33,962,962
"2023-11-06 01:00:00",784,12.33,949,949
"2023-11-06 02:00:00",785,12.32,954,954
"2023-11-06 03:00:00",786,12.31,945,945
"2023-11-06 04:00:00",787,12.3,934,934
"2023-11-06 05:00:00",788,12.3,934,934
"2023-11-06 06:00:00",789,12.3,927,927
"2023-11-06 07:00:00",790,12.29,922,922
"2023-11-06 08:00:00",791,12.29,895,895
"2023-11-06 09:00:00",792,12.29,856,856
"2023-11-06 10:00:00",793,12.3,829,829
"2023-11-06 11:00:00",794,12.31,821,821
"2023-11-06 12:00:00",795,12.31,828,828
"2023-11-06 13:00:00",796,12.32,845,845
"2023-11-06 14:00:00",797,12.32,868,868
"2023-11-06 15:00:00",798,12.33,924,924
"2023-11-06 16:00:00",799,12.33,968,968
"2023-11-06 17:00:00",800,12.32,1013,1013
"2023-11-06 18:00:00",801,12.32,1046,1046
"2023-11-06 19:00:00",802,12.32,1025,1025
"2023-11-06 20:00:00",803,12.31,1005,1005
"2023-11-06 21:00:00",804,12.3,993,993
"2023-11-06 22:00:00",805,12.3,987,987
"2023-11-06 23:00:00",806,12.29,977,977
"2023-11-07 00:00:00",807,12.29,974,974
"2023-11-07 01:00:00",808,12.29,967,967
"2023-11-07 02:00:00",809,12.28,957,957
"2023-11-07 03:00:00",810,12.27,947,947
"2023-11-07 04:00:00",811,12.27,947,947
"2023-11-07 05:00:00",812,12.27,949,949
"2023-11-07 06:00:00",813,12.26,946,946
"2023-11-07 07:00:00",814,12.25,942,942
"2023-11-07 08:00:00",815,12.25,914,914
"2023-11-07 09:00:00",816,12.25,871,871
"2023-11-07 10:00:00",817,12.26,836,836
"2023-11-07 11:00:00",818,12.27,815,815
"2023-11-07 12:00:00",819,12.27,830,830
"2023-11-07 13:00:00",820,12.28,836,836
"2023-11-07 14:00:00",821,12.28,868,868
"2023-11-07 15:00:00",822,12.28,916,916
"2023-11-07 16:00:00",823,12.28,985,985
"2023-11-07 17:00:00",824,12.28,1044,1044
"2023-11-07 18:00:00",825,12.28,1056,1056
"2023-11-07 19:00:00",826,12.27,1028,1028
"2023-11-07 20:00:00",827,12.27,1010,1010
"2023-11-07 21:00:00",828,12.26,1001,1001
"2023-11-07 22:00:00",829,12.26,990,990
"2023-11-07 23:00:00",830,12.25,972,972
"2023-11-08 00:00:00",831,12.25,970,970
"2023-11-08 01:00:00",832,12.25,965,965
"2023-11-08 02:00:00",833,12.24,960,960
"2023-11-08 03:00:00",834,12.23,954,954
"2023-11-08 04:00:00",835,12.23,952,952
"2023-11-08 05:00:00",836,12.22,945,945
"2023-11-08 06:00:00",837,12.22,937,937
"2023-11-08 07:00:00",838,12.22,934,934
"2023-11-08 08:00:00",839,12.21,901,901
"2023-11-08 09:00:00",840,12.21,864,864
"2023-11-08 10:00:00",841,12.22,826,826
"2023-11-08 11:00:00",842,12.22,806,806
"2023-11-08 12:00:00",843,12.23,836,836
"2023-11-08 13:00:00",844,12.24,863,863
"2023-11-08 14:00:00",845,12.24,883,883
"2023-11-08 15:00:00",846,12.24,911,911
"2023-11-08 16:00:00",847,12.24,962,962
"2023-11-08 17:00:00",848,12.24,1020,1020
"2023-11-08 18:00:00",849,12.24,1054,1054
"2023-11-08 19:00:00",850,12.24,1041,1041
"2023-11-08 20:00:00",851,12.23,1030,1030
"2023-11-08 21:00:00",852,12.23,1018,1018
"2023-11-08 22:00:00",853,12.22,1008,1008
"2023-11-08 23:00:00",854,12.22,1003,1003
"2023-11-09 00:00:00",855,12.22,993,993
"2023-11-09 01:00:00",856,12.21,990,990
"2023-11-09 02:00:00",857,12.21,988,988
"2023-11-09 03:00:00",858,12.21,984,984
"2023-11-09 04:00:00",859,12.2,975,975
"2023-11-09 05:00:00",860,12.2,969,969
"2023-11-09 06:00:00",861,12.19,967,967
"2023-11-09 07:00:00",862,12.19,959,959
"2023-11-09 08:00:00",863,12.19,926,926
"2023-11-09 09:00:00",864,12.19,866,866
"2023-11-09 10:00:00",865,12.19,825,825
"2023-11-09 11:00:00",866,12.19,772.3,772.3
"2023-11-09 12:00:00",867,12.2,759.4,759.4
"2023-11-09 13:00:00",868,12.21,790.7,790.7
"2023-11-09 14:00:00",869,12.21,841,841
"2023-11-09 15:00:00",870,12.21,884,884
"2023-11-09 16:00:00",871,12.21,936,936
"2023-11-09 17:00:00",872,12.21,1002,1002
"2023-11-09 18:00:00",873,12.21,1052,1052
"2023-11-09 19:00:00",874,12.21,1061,1061
"2023-11-09 20:00:00",875,12.2,1058,1058
"2023-11-09 21:00:00",876,12.19,1055,1055
"2023-11-09 22:00:00",877,12.19,1050,1050
"2023-11-09 23:00:00",878,12.19,1043,1043
"2023-11-10 00:00:00",879,12.18,1030,1030
"2023-11-10 01:00:00",880,12.18,1025,1025
"2023-11-10 02:00:00",881,12.18,1022,1022
"2023-11-10 03:00:00",882,12.17,1020,1020
